Unnamed: 0,Tweets,AuthorID
3610,truly honored officially unveil partnership king drew continues center l community im excited next gen three stripes see summer ya diggggggg,50811932
1108,yes brother,35936474
6956,gotta find get meet,289760136
831,mikey garcia lookin like landed punches dont look like winning,267425142
4542,wrapped interview week draymond green show wow check thursday first guest back show possibly best one yet,116485600
5137,know city going crazy right,368148234
3456,proud im excited journey,2279776304
1268,wanna drive da boat im trippin im thinking talm bout yacht,35936474
4471,wild,416814339
1154,enjoy hate listgood win,35936474
936,shoutout,267425142
2538,gotta love football games wild today,448562247
1118,fan entitlement worst part businessget high horse,35936474
1772,medal man,42562446
2791,cant nothing thank god,448562247
1766,congrats fun watch,42562446
4208,cm play last 2 months yall thinking im good anymore fact new ultimate difficulty little exaggerated give attention cm instead fut even pay little harder old one,416814339
2293,espectacular,460116210
3325,8,2279776304
1316,explain alpha means,35936474
5495,brick brick phenom sports performance,368148234
1330,eye still didnt think struggle anything basketball player lol got packed done packing evens ..,35936474
3221,i'd probably vote,2279776304
1351,im immersed game guys steal swag dont even credit yall must hurt deep inside,35936474
819,new video right one featuring,267425142
3490,got bro know place,2279776304
867,many times pacquiao fight marquez real brawls get last time know better boxing fan,267425142
5344,warm los angeles california,368148234
1360,another sheep believe anything tell u,35936474
1274,never came court ball used leave one,35936474
227,going keep pushing chips,23083404
2171,chance,460116210
1427,future continues establish timer,35936474
2813,going crazy,448562247
552,context respect program,267425142
2033,simplemente increible vaya equipazo hala madrid nada mas vamoooooooossss,460116210
6701,weather phenomenal right,289760136
1300,see u cookin 7 first day job success love kicks,35936474
4801,touched earth,116485600
1130,feel like play like want win u want post videos displaying passion winning get micd u see intensity get beat writer write fluff piece mindset,35936474
1562,lock,42562446
6555,already know fashoo,289760136
1751,always great day wildcat,42562446
4156,mtn dew everything mtn dew everything worked make possible,416814339
5875,another great team win,811761399647059968
319,guy dog telling story love getting attention deserves laker nation something special getting started,23083404
6924,gotcha bro thats love,289760136
2290,sreno,460116210
2709,whether im curating playlist practice educating little man music history music big part life something sets apart find listen,448562247
4391,time get back track,416814339
3276,win win,2279776304
6459,check cameo profile,244800486
5026,thanks brother,368148234
343,need come together help whatever possibly bring bg home quickly safely voice athletes stronger together,23083404
3001,slam dunk went crazy,2279776304
6800,got popcorn ready,289760136
4169,far gone,416814339
1957,back hit good friend help surprise special volunteer needed uplifting check,42562446
945,dame l l goat spirit feat raphael saadiq via,267425142
3241,keep moving forward,2279776304
4219,made ... take phila tough,416814339
4064,stop watching overtime cuz took watched cant believe eyes badly taken,416814339
296,family,23083404
4114,messi,416814339
3510,cant believe 9ers lost outside though,50811932
3786,tmc forever,50811932
4940,legs gone,116485600
490,yessir back,23083404
6565,yoooo game crazy,289760136
4983,unfortunate youre still thinking ive worked 3 nights tnt since 2 vacations closed investments started back working importantly spent bunch time family sucks still cant sleep night,116485600
3798,smell one underutilized powerful 5 senses partnered one best perfumers planet change,50811932
395,that's plan god willing,23083404
1394,hellllll nah lol boy got grown time flying tell ty said congrats much love always,35936474
1017,rate game finish midnight sources say,35936474
5423,mighty kwame firempong,368148234
1117,wanna clarify statements made shootaround see people confused .. dont condone hate speech anti-semetism im spreading love always game unites people wanna make sure thats forefront,35936474
5746,thanks constantly working get better,811761399647059968
5990,thanks,811761399647059968
1653,love fam,42562446
3032,today good day,2279776304
806,shoutout mcdaniel senior jacob waterman jacob fantastic student teammate jacob receiver mcdaniel football team embodies respect program's values showing working hard kind classroom hallways field,267425142
6518,felt love today forever love utah,289760136
4237,go pack go,416814339
2800,goodnight irene,448562247
6799,yesssir take win next time good game,289760136
965,dame l l featuring dreebo home team official music video via,267425142
431,goodness wiggs,23083404
2717,whether im curating playlist practice educating little man music history music big part life something sets apart find listen,448562247
5798,baseball fundraiser help,811761399647059968
6624,hes best,289760136
5976,thanks,811761399647059968
2036,yo jugue con el capitan,460116210
2599,congrats named gatorade national boys basketball player year,448562247
5464,die play game winners loop,368148234
4386,cheating called smart lol,416814339
1037,greatness davante adams,35936474
1102,people still hate played warriors man please leave bubble brother,35936474
6751,day really special forever jan 14 2022 .. legendary,289760136
1260,aye wanting people twitter realize cant stand see well life lol acknowledge would make haters wont ever admit still fun trying ti get accept,35936474
5718,big facts,811761399647059968
4350,champions league games insane ... come madrid,416814339
3817,happy mothers day big sis thinks shes mama wouldnt want way love sis,50811932
1364,disagree scheme gotta character flaw lol,35936474
1850,graphic novel epitome wanted start book club chance shine light incredible underrated stories whole benefit reading thanks sharing work dr hall,42562446
835,great fight navarette gone come forward least entertaining,267425142
3446,got next,2279776304
1975,ive inspired stories people still making time give back communities teamed friends along surprise deserving little joy stay tuned,42562446
2283,yessirrrr,460116210
1481,stay denial helps u,35936474
5107,sunday matinee milwaukee wisconsin,368148234
276,working that's know want shit giving us earn,23083404
6282,media day always fun,244800486
1286,tough,35936474
6990,im lowkey salty closed today,289760136
2944,lol aint know,448562247
4499,hahahaha told yall cant beat us,116485600
235,mean always ever question bro proud,23083404
3186,cant wait check guy latest movie wednesday playoffs,2279776304
3018,welcome lab,2279776304
3575,love bro ill back,50811932
1259,please block,35936474
1381,nah yall lyin odd reason guys belibe ive done steph wrong lol beyond sick,35936474
661,giannis,267425142
1156,ayo somebody tell brent venables pass joystick.this aint,35936474
2586,hell yeah happy bro first guard since gp thats legendary nobody deserving earned,448562247
6582,mannnnn sitting watching im like,289760136
1907,enjoy,42562446
6399,weekly episodes coming every monday hit subscribe button,244800486
4060,hala madrid,416814339
5656,big facts,811761399647059968
4834,makes right,116485600
5044,year 9 blessed dallas texas,368148234
2155,well deserved,460116210
2958,hoop fans shoot questions ... got minutes lol,448562247
2465,buckets,460116210
1634,great seeing riley forever changed game,42562446
4569,yall old mont love yall though go green,116485600
4721,chuck runs,116485600
483,secure,23083404
3396,rep,2279776304
5379,im basically trying help people get paid whether thats simple interactions like twitter ig onlyfans minus xxx content complicated systems like nba contracts even abstract things like ideas intellectual property,368148234
3630,happy birthday big guy,50811932
4556,black cat always demoing footwork series,116485600
6982,ayyeeee preciate,289760136
1876,always reppin bay matter i'm talking fresh oakland forever stickers hot press,42562446
62,brother need cut sheesh jg,23083404
4531,flotation device,116485600
3545,biggest vibes world ya hear cheers,50811932
2954,winning acc tournament ... 5th seed 4 games 4 days ... first team ever,448562247
591,blazers roll,267425142
4119,dont miss chance bid game worn sneakers beginning today,416814339
4200,francis ngannou,416814339
1665,loss wordsunreal see best young hoopers game rep region town tour finals congrats north regions taking home titles helping make happen cant wait till,42562446
3568,love,50811932
1605,glad part community,42562446
5233,finally something agree,368148234
6394,watched last weeks youtube vid got another way,244800486
777,thought thing lol,267425142
1046,im locked,35936474
4730,chess move willie batum goes send bi right away,116485600
4409,next one,416814339
667,haney even fight,267425142
1073,watch lot film never see refs gyms always see hand underneath basketball espcially hesi.aye appreciate love fam,35936474
0,lifes basketball theres whole lot life we're hoping others go find passion purpose like i've found mine live meaningful life requires,23083404
4916,much respect,116485600
2521,match-up yall really wanted pixel pick-up happening tomorrow see garden check full pixel pick-up,448562247
4326,kd nice,416814339
1808,way that's hope y'all enjoying season 3 back shenanigans brand new ep thursday,42562446
2362,lets go,460116210
679,mfs wearing met gala considered style im burnt,267425142
6599,lmfaooo bruhhh yall shouldve never let get twitter,289760136
5437,uno mas,368148234
1474,back biz new etcs,35936474
6323,consistency,244800486
4437,night,416814339
1829,let's get wes,42562446
1110,goodness stephen,35936474
2683,happy i'm giving away 1 million vc first 10 people redeem code copy nba 2k22 get 100k vc void prohibited,448562247
3342,look good play good great team win,2279776304
2067,definitely easy fought till end pleasure country 1st olympics ever us proud guys,460116210
3725,yooooo back ... charity concert jh town weekend ... tickets go onsale friday 13 people rock get early access tomorrow entering password thirteen ... see soon,50811932
6691,blessed see another year around world many come national holiday 6/5,289760136
6804,rhythm know,289760136
6230,congrats,244800486
882,dont direct tv,267425142
2619,honored selected download nba 2k mobile get exclusive card free,448562247
458,facts ass pic,23083404
2916,reason yall watched state gam ... beat clagg 40 game ... pops 4 chips ... clagg pep goose egg,448562247
5869,gameday,811761399647059968
4750,whats criteria,116485600
3041,road trip,2279776304
1759,welcome ftx fam papi,42562446
3086,best start franchise history another step keep building,2279776304
6677,big facts,289760136
1024,season 2 coming june,35936474
4717,kid saginaw michigan never supposed respect check,116485600
6083,pull gang,244800486
6379,yall getting weekend,244800486
1823,right everything,42562446
3658,partnership donating deodorant someone need every aos product purchased today amazon giveback starts 10am pt goes 11 pm pt tonight,50811932
1962,nates 1 either ... love confidence man love,42562446
2655,hanging one crib fasho,448562247
5883,great team win tonight way go,811761399647059968
1267,tokyo court,35936474
1066,congratulations champs,35936474
749,catterall fight,267425142
759,great win fellas see big ant,267425142
4173,never forget came first signature shoe tells story yaound origin built 5 positions court hit link bio get,416814339
5983,thanks,811761399647059968
1115,great season,35936474
2060,first person redeem code copy get 1 million vc,460116210
4772,key city,116485600
4216,holy shit good,416814339
535,better,267425142
1466,yessir,35936474
3493,im proud people came support movement change teammates family city streets bigger basketball,2279776304
1018,haaaa joel funnygreat block clax,35936474
747,time working athletes since college rewarding experiences life join creating socially inclusive schools workplaces communities visit take pledge,267425142
3163,fly like eagle flyyyyy,2279776304
605,track hail king featured spot drops tonight platforms,267425142
2776,love see,448562247
6262,imagine life way want,244800486
2160,descanse en paz,460116210
3,hand back effect route game damn good call dictate outcome end damn way horse race professional opinion,23083404
4187,...,416814339
222,man lva vs sea going,23083404
4026,varpool paid refs thats goal,416814339
1297,think protecting favorite players people say im better disagree get ..,35936474
5969,looking forward like nba,811761399647059968
1406,agree,35936474
353,damn excited congrats welcome coach dham,23083404
3680,great team win alright paaaaaaaaaatty,50811932
5333,congrats brother,368148234
3183,wait share story familys journey world,2279776304
3571,yessir,50811932
5997,thanks million,811761399647059968
4503,wild unreal actually like,116485600
6011,waiting ppl waiting picture,244800486
6276,bad man,244800486
2757,whos takin home grand prize tune tournament finals tonight 3pm pt 6pm et,448562247
3172,started ... going,2279776304
372,ad hitting game winner vs denver wcf,23083404
2161,djokovic vs nadal final must watch,460116210
3735,thanks bro,50811932
2529,people took 2 mega buses stl chi watch play love get crib best feeling ever love city,448562247
5435,phase 1 recap know happens phase 2 ... los angeles california,368148234
1535,love judson,42562446
1997,winning theprep today prep day.make sure youre byclicking link check part nov 3rd let's,42562446
3247,always look forward dwell past,2279776304
5403,nobody actually grew tho,368148234
1512,thats wrap unbelievable see journey finally big screen ... culmination hard work wins losses great team around love cant wait yall see ... coming soon,42562446
2873,yooo amanda im crying,448562247
6896,big abundance,289760136
1727,sheeesh really bad man,42562446
4994,hey siri bruce brown smallest center nba history hes dominating matchup vs star center,116485600
1988,toronto cooking something special stay inspired,42562446
6280,ha lmaooooo,244800486
4214,best star game ever fun weekend cant wait go championship run,416814339
1395,disagree man would say helps hurts,35936474
2890,hell nawl lol,448562247
6786,im weak,289760136
546,ebanie bridges two different ppl ring,267425142
1404,contribute winning basketball u take good shots play good team defense make extra pass make hustle plays etci feel lot players played winning basketball teams didnt win championship,35936474
4610,ws x,116485600
3116,greece nigerian nigeria greek stuck middle living cultures watch film naija odyssey partnership streaming,2279776304
433,jb cooking nasty,23083404
6661,good vibes great energy friday yall blessed great,289760136
6126,good looks fam,244800486
301,everything always bigger purpose much like makes excited work well together inspiring championing others come,23083404
2810,growing everybody stl rose jersey legend,448562247
2679,year 5,448562247
2663,ima outlaw got outlaw chick bumping 2 pac outlaw ish,448562247
209,please josh allen good man,23083404
2012,humbled luka 1 thank thank shown support,460116210
3598,rip legend bill russell,50811932
3371,battle played mind first next one,2279776304
731,waiting bro,267425142
2129,slow,460116210
4509,dont miss,116485600
1513,buckets,42562446
2922,lol wasnt gone say nun classic though,448562247
4759,trying something new pod couple weeks splitting thoughts guest interview two different episodes let everything breathe bit make sure subscribe let know think new format,116485600
3631,tmc,50811932
4654,young bull gave fits series,116485600
1502,another day couple amazing day set legends game ... honor mine,42562446
4644,wow tough call,116485600
6791,called bruh puppy nahhh im outta,289760136
5054,need,368148234
3068,yes birthday,2279776304
2615,catch goes tonight 5pm est lock,448562247
5796,good morning,811761399647059968
6567,timeouts thats impressive,289760136
3251,one year ago today,2279776304
3815,skincare athletes use rough found high performance skincare without bad stuff find keep skin fresh,50811932
2108,congrats,460116210
403,good somebody please check . . never walk alone,23083404
5458,got first rehab session trending yippee,368148234
168,patty mahomes damn good,23083404
6478,would rather watch ...,244800486
4957,huerter shooter,116485600
5561,let's go pops,811761399647059968
2921,legendary,448562247
1612,atl ... ready appreciate young hoopers came south region ball tour powered moment youve waiting two teams reppin bay,42562446
6877,yessssir boy congrats,289760136
1251,biggest fan,35936474
3903,great day go great dont accept nothing less ...,50811932
653,throwback 2015 fun watching lot kids grow years sign summers camp,267425142
4277,dont make say dont call,416814339
4829,klay day loading im excited hell,116485600
4310,real madrid needs go get cameroonian buddy mbappe ... hes beast,416814339
2276,mvp,460116210
1761,last night maybe stick day job,42562446
3854,lol close,50811932
738,lets fuckin go,267425142
4176,kyle lowry appreciated,416814339
4337,jayson tatum,416814339
6373,important thing try inspire people great whatever want kobe bryant inspiration fans every single person fortunate enough know happy birthday legend,244800486
3422,hey guys youre interested learning basketball journey personal story thought process behind zoom freak got something tune facebook page tomorrow 1:00 pm cst teamed nike create 5 episode series 5,2279776304
3647,thing missing,50811932
4901,oh colin,116485600
5149,yall gotta educate c position built team around ab askia got shooting gk versatility tbey,368148234
2523,shop awake ny x nba collection,448562247
5155,lmao,368148234
2392,respect,460116210
4609,unfortunate thought already,116485600
622,giving platform talk cover story essential todays athletes,267425142
3501,forks,50811932
688,behind scenes training session,267425142
2616,tell love game every time see mean everything coming,448562247
5215,know past hesitant partnered two big partners mine complete foursome officially add mix,368148234
2436,great ...,460116210
1836,keep changing game zaila,42562446
6149,excited partnered project called metawolves collection look like lots celeb partners crazy road map utility check discord right,244800486
6690,love,289760136
3848,h-town,50811932
2479,volveras mas fuerte,460116210
4605,draymond basically saying basically saying said want know else said listen draymond green show dont need speak truly new media,116485600
3482,explore greek taste,2279776304
2464,aiiiirbaalll,460116210
2332,lets gooo,460116210
1486,u born skills talents,35936474
2850,shit chicken,448562247
3540,yeah joel,50811932
1449,lock gods,35936474
4390,hala madrid,416814339
1136,well block stop watching simple ..,35936474
5473,weve got time might well restructure everything phenom sports performance,368148234
4267,bend dont break,416814339
2939,yeah gonna transfer .. didnt wanna sit year,448562247
6074,god cant wait get back home lit,244800486
703,rayo vs ryan garcia next need,267425142
4942,bruh unreal damn,116485600
6966,love moms,289760136
1307,aye hoopers shit still mental rollercoaster enjoy,35936474
2330,mvp,460116210
3717,lost,50811932
3616,good team win 12,50811932
1871,come back stronger,42562446
5852,gameday,811761399647059968
6874,city lets get,289760136
65,ab-herbert-soul cold man project g,23083404
2983,happy 314 day st louis place like home,448562247
1206,got crine fuck u,35936474
5984,gameday,811761399647059968
6376,birthday surprises covid tests check youtube page subscribe weekly vids,244800486
2244,words,460116210
3398,improve every day,2279776304
2348,good back great home win thank fans,460116210
6898,dawg,289760136
6253,live look nba right ...,244800486
3438,plans slow,2279776304
6113,introduced lifestyle dont use,244800486
2246,tweet withheld response report copyright holder learn,460116210
5736,thanks love purchasing dunk w t-shirts t-shirts shipped today look forward shipping many future,811761399647059968
4861,couple years since losing game bothered much good,116485600
6194,ball still rolling .. suns 4,244800486
1261,thats fine enjoy perspective man mad u,35936474
5012,gotta shoes dallas texas,368148234
553,holiday guide shop dame edit next 12 days 11/29 12/10 10 proceeds donated respect program.stay tuned ...,267425142
5619,fall winter way gets,811761399647059968
1953,thanks helping change game good,42562446
712,remember high school ku type thing unc tournament,267425142
3891,pink lemonades lets gooo,50811932
6374,8p tonight catch ig live info ig,244800486
5042,agree,368148234
1114,u hate life turned,35936474
3112,media day success sold shoes,2279776304
5147,love community driven projects culture thats moon made cheese chedda,368148234
3045,embrace every moment,2279776304
3707,congratulations way hoop ladies,50811932
1393,nasty agenda pushed right,35936474
4069,siuuuuuuuu thanks,416814339
6251,gameday mood,244800486
1497,got lot discuss week's etcs lock,35936474
2835,throwback pics lol excited next time,448562247
5238,think fair obviously dont life also aint fair tho best job world imo,368148234
3364,great start trip,2279776304
6492,congrats killa enjoy next chapter,244800486
3678,stuck home holiday shopping luckily gift friends fam bitcoin stocks cash app year send anyone lil stock btc right ur app instantly im gifting 500k btc 2 celebrate drop ur cashtag,50811932
6146,dont talk greatness make happen manifest dreams feed faith often believe create shift life mind actions possible,244800486
2738,watching games tonight shot making ability crazy ... dudes league really got game ... dont make sense lol,448562247
2622,ya kids,448562247
5549,much respect,811761399647059968
2966,facts,448562247
157,good last one sick toooooooo tough,23083404
3838,admit one museum athlete skincare find near,50811932
5443,happy birthday kid,368148234
5441,ill check cto im 100 positive doesnt happen,368148234
899,2k everyday thing sometimes sometimes honored cover athlete upcoming season 4,267425142
6890,bruhhh smh,289760136
6524,guy,289760136
6035,hot start,244800486
5703,working baby,811761399647059968
4982,damn forgot ja lead team playoffs im going remove ion since hasnt young fella special winning mean something im going donovan 5th ja zion right like right doe special,116485600
3588,celebrating 33rd birthday glass lfg finally sale get link bio,50811932
3994,great team win last night gon continue,50811932
1744,cool announcement video editing skills missed,42562446
4388,haha season,416814339
5533,splash,811761399647059968
6403,exciting news brand new album dropping birthday august 10th preorder 8/ 1,244800486
6597,im crying,289760136
6229,back west coast,244800486
2961,mystic dont miss,448562247
1525,ill take fine good win dubs,42562446
3135,keep fight,2279776304
2034,nice real madrid fan,460116210
4518,took heart playing mvp level,116485600
2635,normalizing uplifting one man without bringing another one jb played great alright leave,448562247
1649,start movement congrats all-star starter,42562446
3694,pleasure mine thank,50811932
6731,know somebody gonna draft guy draft saturday need another player,289760136
27,working brother kid special,23083404
4138,dit 30-0,416814339
1361,oh seen brethren appreciate compliments disagree u said double teams thats love show,35936474
5775,muy guy,811761399647059968
1755,y'all got jokes since seen rest already time show,42562446
382,capri italy,23083404
2202,hala madrid,460116210
6101,ac ac ac ac 3,244800486
3169,get popcorn tissues ready rise,2279776304
6022,ugh go explaining something shouldnt explained post game expressing frustration playful way instead normally let effect mood .. trying let guys thoughts lol,244800486
780,let man stop,267425142
3339,great win,2279776304
5915,twin sis thanks support,811761399647059968
1507,boy gooooood,42562446
3205,know know,2279776304
1470,aye jokic dime,35936474
1560,domination finest right congrats,42562446
5156,dont brother,368148234
3070,great team win thanks snacks,2279776304
3314,played paddle tennis first time dont want smoke,2279776304
303,comments shop regarding brittney griner wasnt knocking beautiful country simply saying shes probably feeling emotionally along many emotions thoughts etc inside cage shes 100 days long story short,23083404
2555,9 couldnt get add group,448562247
4125,francis ngannou,416814339
464,see lie told 2 skilled players all-time,23083404
410,get votes,23083404
1517,"1,2 34 next stop -> 2023 great win fellas",42562446
6088,going crazy im thinking starting team missing,244800486
1441,pod w week,35936474
4136,star,416814339
2537,back season 5 bout go hard cover download,448562247
2015,thank selecting luka 1 season,460116210
2448,os digo algo nadie contaba con espaa lo han conseguido soy espaol pero han hecho lo que muy pocos crean es increble siento muy orgulloso de jugar con algunos de ellos han enseado el carcter enhorabuena,460116210
1025,statute limitations,35936474
4543,realize success dependent us right slow get ugly fast,116485600
4177,game goooooooood,416814339
6764,bruhhhh smh,289760136
5040,clxy,368148234
1548,philips gonna tough beat yall got,42562446
943,smh raiders gone raiders get ruggs ball please,267425142
1757,throwback start something good,42562446
53,beautiful textbook drive cj td,23083404
3607,promise imma pop got still got bruises im livin aint chose,50811932
3538,baker,50811932
2855,real life ... done,448562247
4402,one half go,416814339
371,losing finals dallas playing like hit reset button went back basics worked things game needed get better defense sit 1 thing hours hours hours everyday season came back,23083404
2445,madre mia lo que esta haciendo luis scola uno de los mejores,460116210
6867,young boy big abundance,289760136
3821,element,50811932
3466,know heaven proud smiling happy birthday daddy,2279776304
54,18,23083404
2518,71 mitch,448562247
1290,thats enough legacy points deducted,35936474
5028,facts,368148234
4376,bounce,416814339
784,conor mcgregor made fan im still boxing id pay watch lost 3 times,267425142
3380,love journey,2279776304
10,loading ...,23083404
1571,proud announce first kids book superpower first book helping us get world dont perfect best version,42562446
5117,5,368148234
981,right lol,267425142
2489,great,460116210
4396,omg holy shit,416814339
3627,still steppin heavily,50811932
5057,join tuesday exciting panel discussion around future web 3 impact creators individuals dont miss star-studded panel,368148234
4470,great game today eagles city rise thanks love,416814339
3548,cant wait get back,50811932
5797,yes sir,811761399647059968
4117,youre process got two words ya,416814339
3014,check photo unblur google made great throwback pic look even better submit pics get follow see get featured,2279776304
5180,smart man,368148234
2917,played one best teams ever ... remember clagg saying paper held back ... actually remove mcclure senior year ... would chip,448562247
3290,certified,2279776304
3959,six ...,50811932
4252,one hand wash away lmao,416814339
2427,mi slovenci bravo,460116210
291,yessir x coming can't nothing,23083404
251,facts damn excited happy get swish throw deal that's funny . .,23083404
3209,5 row still humble,2279776304
5434,power level 800 los angeles california,368148234
4126,yall better ... hes truth,416814339
3262,started went,2279776304
988,ugas fighting ass tryna convince viewers winning fight ima fan smh,267425142
5097,25 years counting love aint emotion addiction stan tatkin dallas texas,368148234
6388,dont like something change cant change change way think,244800486
4080,goatstappen prevail,416814339
4666,bumped knees maybe lol yall gotta chill man,116485600
4354,babe single nah,416814339
5405,ive gotta get better lol phenom sports performance,368148234
3546,1 1,50811932
4546,love appreciate og hof hof,116485600
3686,happy day,50811932
4915,also much respect,116485600
6161,yeaaahhhh furk,244800486
5158,tweet things,368148234
1720,proud keeps leveling we're getting started ...,42562446
5142,head,368148234
1245,fans media want lockout dont see one happening shit going well really knows right,35936474
2919,never state dont think lead discussion,448562247
2825,im partnering challenge coach k c pledge vote november together change want see communities register today,448562247
2884,c love mcdonalds american sure gotta 1st team,448562247
1413,thanks nicholas,35936474
1359,rip alimoe,35936474
4304,lets pull deandre jordan trust,416814339
3109,got essentials packed,2279776304
6141,time spring cleaning cleanse mental physical space things people habits longer service,244800486
2888,list,448562247
3107,jump drills love defense,2279776304
4947,went got jrue kept shooting despite 3-18 gotta respect,116485600
1569,thanks love mitch,42562446
5857,yes sir,811761399647059968
2861,gone deposit mines,448562247
3083,freak woods,2279776304
1489,thank setting great example playing game supreme skill,35936474
4898,dont say,116485600
224,o-h,23083404
2737,aye errbody dont know hit circle,448562247
2980,real life,448562247
6928,happy birthday big homie one favorite players watch,289760136
4973,underrrrrddaaaawwwggggggggg,116485600
2039,lukita modric wow,460116210
2471,krroooooooss,460116210
6820,straight,289760136
2096,vaaamooos vaya partidazo,460116210
4581,another 35th pick michigan state history says hes going all-star,116485600
449,definitely pulling one dates,23083404
1573,things worth wait rafters looks right humbled blessed legends forever always great day wildcat,42562446
559,chocolatito boy,267425142
4456,32 career games ... felt great,416814339
5968,gameday,811761399647059968
526,surprised parkrose high school respect assembly today good back in-person years recognized students demonstrate respect showing working hard kind lets keep improving attendance broncos,267425142
4462,felt great get back get win ... future bright,416814339
6543,kyrie different tough bucket,289760136
1337,good question think need get micd get character shift narrative,35936474
6437,check andre drummond's video,244800486
2070,honor represent country,460116210
3115,legend,2279776304
1632,went sleep em,42562446
3804,scoring titles long mvp believed forever indebted city opened arms welcomed family one forever indebted gave mind body soul hopes bringing glory city,50811932
5782,pull game got ya,811761399647059968
203,read sarver stories times gotta honestour league definitely got wrong dont need explain why.yall read stories decide said im gonna say place league kind,23083404
4331,lmao cj .. gotta trust,416814339
6177,last night,244800486
4996,congrats well-deserved friend since 1989,116485600
4927,maybe worked,116485600
1163,think ima legend ima legend really simple lol,35936474
6025,last nights mood 5 fouls 9 mins way go andre,244800486
3464,change,2279776304
5145,best layer 1 got stronger,368148234
5183,like like,368148234
459,love hearing jj redick game smart insightful dude low key high key funny,23083404
5481,week week los angeles california,368148234
2546,f ck ill take 3 happy birthday guy,448562247
3088,year one could see hunger eyes,2279776304
5002,dont believe unless tweets,368148234
3165,incredible night back began,2279776304
5763,definitely prime,811761399647059968
1374,never happened steph blatant lie,35936474
2910,best chips ever best pizza ever pappys best bbq ever st louis got best food,448562247
4416,steelers definitely got screwed .. rules dont make sense,416814339
1116,appreciate,35936474
5406,cant gemera honda brakes phenom sports performance,368148234
600,shoutout production tap,267425142
4519,garbaugh coached awful game,116485600
4933,book,116485600
4371,helping man find courtsidekick someone talk game .. enter chance sit courtside nba playoffs,416814339
2971,dont know skate king ... st louis,448562247
2575,daaaaammnnnnn happy big brotha deserve champ let hold dolla,448562247
2676,cross step tween get cup bang like,448562247
4700,man 1 3 gotta real idiot make mistake 3 times,116485600
3677,ends 01/14 void proh purc nec,50811932
6127,solve got nothing,244800486
6848,whens next one,289760136
6028,gang,244800486
6050,6 could go back time something differently would,244800486
1602,right curry 10s 10 year old happy birthday riley,42562446
181,saquon back,23083404
1945,happy holidays,42562446
6707,funny af today,289760136
2614,surrounded legendslol im lucky let picture,448562247
6423,one bucket list things meet,244800486
694,thats dumb lol,267425142
4506,tap tomorrow mr president,116485600
6594,know,289760136
5102,29 happy birthday kid greatest accomplishment date earning look baby boys face,368148234
6970,lmaoooo,289760136
1153,thinks shit like,35936474
5178,token announcement dec 8th 40 million clxy tokens available public sale accredited-us non-us persons peep deets registration ends dec 7th lets gooo,368148234
643,wild show exclusively movie theaters august 5,267425142
1177,agree,35936474
762,wow,267425142
2781,grandmas favorite could understand theres people world wouldnt want neighbor,448562247
3351,keep moving forward,2279776304
4010,frances tiafoe,416814339
4939,really want watch players play,116485600
